docid,entityid,type
265,Minghong Yao,Author
265,Shafei Wang,Author
266,Large Language Models (Llms),Topic
266,Knowledge Graphs (Kgs),Topic
266,Reasoning On Graphs (Rog),Topic
266,Linhao Luo,Author
266,Yuan-Fang Li,Author
266,Gholamreza Haffari,Author
266,Shirui Pan,Author
266,Reasoning On Graphs: Faithful And Interpretable Large Language Model Reasoning,Paper
267,Realm,Topic
267,Electronic Health Records,Topic
267,Large Language Model,Topic
267,Gru Model,Topic
267,Primekg,Topic
267,Mimic-Iii,Topic
267,Yinghao Zhu,Author
267,Changyu Ren,Author
267,Shiyun Xie,Author
267,Shukai Liu,Author
267,Hangyuan Ji,Author
267,Zixiang Wang,Author
267,Tao Sun,Author
267,Long He,Author
267,Zhoujun Li,Author
267,Xi Zhu,Author
267,Chengwei Pan,Author
268,Comprehensive And Practical Evaluation Of Retrieval-Augmented Generation Systems For Medical Question Answering,Paper
268,Nghia Trung Ngo,Author
268,Chien Van Nguyen,Author
268,Franck Dernoncourt,Author
268,Thien Huu Nguyen,Author
268,Medical Retrieval-Augmented Generation Benchmark,Topic
268,Retrieval-Augmented Generation,Topic
268,Large Language Models,Topic
268,Medical Domain,Topic
268,Medical Question-Answering,Topic
268,Llms' Reasoning Processes,Topic
269,Large Language Models,Topic
269,Knowledge Graphs,Topic
269,Lightprof,Paper
270,Knowra,Topic
270,Document-Level Relation Extraction,Topic
270,Chengcheng Mai,Author
270,Yuxiang Wang,Author
270,Ziyu Gong,Author
270,Hanxiang Wang,Author
270,Yihua Huang,Author
270,Https://Anonymous.4Open.Science/R/Knowra,Paper
271,Logic-Rag,Topic
271,Large Multimodal Models,Topic
271,Autonomous Driving Systems,Topic
271,Imran Kabir,Author
271,Md Alimoor Reza,Author
271,Syed Billah,Author
271,Gpt-4V,Topic
271,Claude 3.5,Topic
271,First-Order Logic,Topic
271,Dynamic Knowledge Base,Topic
271,Visual-Spatial Queries,Topic
271,Synthetic Driving Scenes,Topic
271,Real-World Driving Scenes,Topic
271,Code And Data,Topic
271,Https://Github.Com/Imran2205/Logicrag,Topic
272,Biorag,Topic
272,Life Science Research,Topic
272,Chengrui Wang,Author
272,Qingqing Long,Author
272,Meng Xiao,Author
272,Xunxin Cai,Author
272,Chengjun Wu,Author
272,Zhen Meng,Author
272,Xuezhi Wang,Author
272,Yuanchun Zhou,Author
272,22 Million Scientific Papers,Topic
272,Retrieval-Augmented Generation (Rag),Topic
272,Large Language Models (Llms),Topic
272,Domain-Specific Knowledge Hierarchy,Topic
272,Search Engine,Topic
272,Fine-Tuned Llm,Topic
272,Scientific Rag Frameworks,Topic
273,Web-Scale Hybrid Knowledge Graph-Llm,Topic
273,Colorectal Cancer,Topic
273,Moffitt Cancer Center,Author
273,Cancerkg,Topic
273,Primekg,Topic
273,Cbioportal,Topic
273,Chembl,Topic
273,Ncbi,Topic
273,Michael Gubanov,Author
273,Anna Pyayt,Author
273,Aleksandra Karolak,Author
274,Retrieval-Augmented Generation,Topic
274,Large Language Models,Topic
274,Reinforcement Learning,Topic
274,Reinforced Internal-External Knowledge Synergistic Reasoning Agent,Paper
275,Text-Rich Graph Knowledge Bases (Tg-Kbs),Topic
275,Mixture Of Structural-And-Textual Retrieval (Mor),Topic
275,Yongjia Lei,Author
275,Haoyu Han,Author
275,Ryan A. Rossi,Author
275,Franck Dernoncourt,Author
275,Nedim Lipka,Author
275,Mahantesh M Halappanavar,Author
275,Jiliang Tang,Author
275,Yu Wang,Author
275,Https://Github.Com/Yoega/Mor,Paper
276,Large Language Models,Topic
276,Retrieval-Augmented Generation,Topic
276,Pasemiqa,Paper
276,Semi-Structured Data,Topic
276,Llm Agent,Topic
276,Question Answering Systems,Topic
277,Modular Rag: Transforming Rag Systems Into Lego-Like Reconfigurable Frameworks,Paper
277,Retrieval-Augmented Generation (Rag),Topic
277,Large Language Models (Llms),Topic
277,Rag Paradigm,Topic
277,Modular Rag Framework,Topic
277,Rag Systems,Topic
278,Self-Reflective Planning,Topic
278,Jiajun Zhu,Author
278,Ye Liu,Author
278,Meikai Bao,Author
278,Kai Zhang,Author
278,Yanghai Zhang,Author
278,Qi Liu,Author
278,Large Language Models,Topic
278,Knowledge Graphs,Topic
278,Natural Language Processing,Topic
278,Reasoning Paths,Topic
278,Public Datasets,Topic
279,Knowledge Editing With Dynamic Knowledge Graphs For Multi-Hop Question Answering,Paper
279,Yifan Lu,Author
279,Yigeng Zhou,Author
279,Jing Li,Author
279,Yequan Wang,Author
279,Xuebo Liu,Author
279,Daojing He,Author
279,Fangming Liu,Author
279,Min Zhang,Author
280,Delft,Topic
280,Wikipedia,Topic
280,Graph Neural Network,Topic
280,Chen Zhao,Author
280,Chenyan Xiong,Author
280,Xin Qian,Author
280,Jordan Boyd-Graber,Author
280,Dbpedia,Topic
280,Factoid Question Answering,Topic
280,Question Answering Datasets,Topic
281,Knowledge Graphs,Topic
281,Context Graphs,Topic
281,Cgr3,Topic
281,Chengjin Xu,Author
281,Muzhi Li,Author
281,Cehao Yang,Author
281,Xuhui Jiang,Author
281,Lumingyuan Tang,Author
281,Yiyan Qi,Author
281,Jian Guo,Author
282,Retrieval-Augmented Generation (Rag),Topic
282,Large Language Models (Llms),Topic
282,Bowen Jin,Author
282,Jinsung Yoon,Author
282,Jiawei Han,Author
282,Sercan O. Arik,Author
282,Long-Context Llms Meet Rag: Overcoming Challenges For Long Inputs In Rag,Paper
283,Self-Rag,Topic
283,Large Language Models,Topic
283,Retrieval-Augmented Generation,Topic
283,Akari Asai,Author
283,Zeqiu Wu,Author
283,Yizhong Wang,Author
283,Avirup Sil,Author
283,Hannaneh Hajishirzi,Author
284,Oreo-Lm,Topic
284,Roberta,Topic
284,T5,Topic
284,Ziniu Hu,Author
284,Yichong Xu,Author
284,Wenhao Yu,Author
284,Shuohang Wang,Author
284,Ziyi Yang,Author
284,Chenguang Zhu,Author
284,Kai-Wei Chang,Author
284,Yizhou Sun,Author
285,Cogkr,Topic
285,One-Shot Kg Reasoning,Topic
285,Cognitive Graph,Topic
285,Zhengxiao Du,Author
285,Chang Zhou,Author
285,Ming Ding,Author
285,Hongxia Yang,Author
285,Jie Tang,Author
285,Https://Github.Com/Thudm/Cogkr,Paper
286,R1-Searcher++,Paper
286,Huatong Song,Author
286,Jinhao Jiang,Author
286,Wenqing Tian,Author
286,Zhipeng Chen,Author
286,Yuhuan Wu,Author
286,Jiahao Zhao,Author
286,Yingqian Min,Author
286,Wayne Xin Zhao,Author
286,Lei Fang,Author
286,Ji-Rong Wen,Author
286,Large Language Models,Topic
286,Retrieval-Augmented Generation,Topic
286,Reinforcement Learning,Topic
286,Dynamic Knowledge Acquisition,Topic
287,Temporal Knowledge Graph Forecasting,Topic
287,Large Language Models,Topic
287,Tgl-Llm,Topic
287,He Chang,Author
287,Jie Wu,Author
287,Zhulin Tao,Author
287,Yunshan Ma,Author
287,Xianglin Huang,Author
287,Tat-Seng Chua,Author
288,Retrieval-Augmented Techniques,Topic
288,Llms,Topic
288,Lean,Topic
288,Mathematical Proofs,Topic
288,Knowledge Corpus,Topic
288,Rag Systems,Topic
288,Majd Zayyad,Author
288,Yossi Adi,Author
289,Rugged,Topic
289,Large Language Models,Topic
289,Retrieval Augmented Generation,Topic
289,Arrhythmogenic Cardiomyopathy,Topic
289,Dilated Cardiomyopathy,Topic
289,Alexander R. Pelletier,Author
289,Joseph Ramirez,Author
289,Irsyad Adam,Author
289,Simha Sankar,Author
289,Yu Yan,Author
289,Ding Wang,Author
289,Dylan Steinecke,Author
289,Wei Wang,Author
289,Peipei Ping,Author
290,Retrieval-Augmented Generation (Rag),Topic
290,Astute Rag,Topic
290,Fei Wang,Author
290,Xingchen Wan,Author
290,Ruoxi Sun,Author
290,Jiefeng Chen,Author
290,Sercan Ö. Arık,Author
291,Knowledgenavigator,Topic
291,Large Language Model,Topic
291,Tiezheng Guo,Author
291,Qingwen Yang,Author
291,Chen Wang,Author
291,Yanyi Liu,Author
291,Pan Li,Author
291,Jiawei Tang,Author
291,Dapeng Li,Author
291,Yingyou Wen,Author
291,Knowledge Graph,Topic
291,Question Answering,Topic
291,Kgqa Benchmarks,Topic
291,Supervised Models,Topic
292,Hierarchical Text Classification,Topic
292,Knowledge Graphs For Zero-Shot Hierarchical Text Classification,Paper
292,Large Language Models,Topic
292,Retrieval-Augmented Generation,Topic
292,Wos,Topic
292,Dbpedia,Topic
292,Amazon,Topic
293,Search-O1,Topic
293,Openai-O1,Topic
293,Xiaoxi Li,Author
293,Guanting Dong,Author
293,Jiajie Jin,Author
293,Yuyao Zhang,Author
293,Yujia Zhou,Author
293,Yutao Zhu,Author
293,Peitian Zhang,Author
293,Zhicheng Dou,Author
293,Https://Github.Com/Sunnynexus/Search-O1,Paper
294,Ai-Driven Video Analytics,Topic
294,Video-Language Models (Vlms),Topic
294,Avas,Paper
295,Hipporag,Topic
295,Mammalian Brains,Topic
295,Large Language Models,Topic
295,Retrieval-Augmented Generation,Topic
295,Knowledge Graphs,Topic
295,Personalized Pagerank Algorithm,Topic
295,Bernal Jiménez Gutiérrez,Author
295,Yiheng Shu,Author
295,Yu Gu,Author
295,Michihiro Yasunaga,Author
295,Yu Su,Author
296,Large Language Models,Topic
296,Ge-Chat,Paper
297,Unikgqa,Topic
297,Jinhao Jiang,Author
297,Kun Zhou,Author
297,Wayne Xin Zhao,Author
297,Ji-Rong Wen,Author
297,Multi-Hop Question Answering,Topic
297,Knowledge Graph,Topic
297,Semantic Matching Module,Topic
297,Pre-Trained Language Model,Topic
297,Matching Information Propagation Module,Topic
297,Retrieval Model,Topic
297,Reasoning Model,Topic
297,Benchmark Datasets,Topic
298,Retrieval-Augmented Generation,Topic
298,Policy-Optimized Retrieval-Augmented Generation,Topic
298,Adaptive Token-Layer Attention Scoring,Topic
298,Critic,Topic
298,Sakhinana Sagar Srinivas,Author
298,Akash Das,Author
298,Shivam Gupta,Author
298,Venkataramana Runkana,Author
299,Dialog Generation With Generative Subgraph Retrieval (Dialoggsr),Topic
299,Jinyoung Park,Author
299,Minseok Joo,Author
299,Joo-Kyung Kim,Author
299,Hyunwoo J. Kim,Author
299,Opendialkg,Topic
299,Komodis,Topic
299,Knowledge Graph-Grounded Dialog Generation,Topic
299,Knowledge Base Graph,Topic
299,Graph Neural Networks,Topic
299,Pretrained Language Models,Topic
299,Generative Subgraph Retrieval,Topic
299,Structure-Aware Knowledge Graph Linearization,Topic
299,Self-Supervised Graph-Specific Tokens,Topic
299,Graph-Constrained Decoding,Topic
299,Entity Informativeness Scores,Topic
299,State-Of-The-Art Performance,Topic
299,Information Bottleneck,Topic
