docid,entityid,type
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper
253,Knowledge Retrieval And Reasoning,Topic
253,Multi-Hop Question Answering,Topic
253,Abstract Meaning Representation,Topic
253,Amr-Sg,Topic
253,Graph Convolution Network,Topic
253,Openbookqa,Topic
253,Arc-Challenge,Topic
254,Crat,Topic
254,Large Language Models,Topic
254,Meiqi Chen,Author
254,Fandong Meng,Author
254,Yingxue Zhang,Author
254,Yan Zhang,Author
254,Jie Zhou,Author
255,Retrieval-Augmented Generation,Topic
255,Large Language Model,Topic
255,Jinyan Su,Author
255,Jennifer Healey,Author
255,Preslav Nakov,Author
255,Claire Cardie,Author
255,User-Controllable Rag Framework,Topic
255,Accuracy-Cost Trade-Off,Topic
255,Control Parameter Α,Topic
255,Accuracy,Topic
255,Retrieval Cost,Topic
255,User Controllability,Topic
255,Real-World Applications,Topic
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper
256,Large Language Models,Topic
256,Graph Analytics,Topic
256,Graph Query Processing,Topic
256,Graph Inference And Learning,Topic
256,Graph-Llm-Based Applications,Topic
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper
257,Recommender Systems,Topic
257,Knowledge Graphs,Topic
257,Deep Learning Models,Topic
257,Rule-Based Symbolic Methods,Topic
257,Nser,Topic
257,Real-World Datasets,Topic
258,Multimodal Knowledge Graphs,Topic
258,Recommendation Systems,Topic
258,Visual Question Answering,Topic
258,Mkg Reasoning Models,Topic
258,Pretrained Transformer Models,Topic
258,Multimodal Pretrained Transformer,Topic
258,Knowledge Graph Reasoning,Topic
258,Graph Structure Guided Multimodal Pretrained Transformer,Paper
258,Fb15K-237-Img,Topic
258,Wn18-Img,Topic
258,Sgmpt,Topic
259,Retrieval Meets Reasoning,Paper
260,Retrieval-Augmented Generation (Rag),Topic
260,Large Language Models (Llms),Topic
260,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic
260,Qwen2.5-7B-Instruct,Topic
260,Llama3.1-8B-Instruct,Topic
260,Openai-O1,Topic
260,Deepseek-R1,Topic
260,Jingyi Ren,Author
260,Yekun Xu,Author
260,Xiaolong Wang,Author
260,Weitao Li,Author
260,Weizhi Ma,Author
260,Yang Liu,Author
261,Cbr-Rag,Topic
261,Retrieval-Augmented Generation,Topic
261,Large Language Model,Topic
261,Legal Question-Answering,Topic
261,Nirmalie Wiratunga,Author
261,Ramitha Abeyratne,Author
261,Lasal Jayawardena,Author
261,Kyle Martin,Author
261,Stewart Massie,Author
261,Ikechukwu Nkisiorji,Author
261,Ruvan Weerasinghe,Author
261,Anne Liret,Author
261,Bruno Fleisch,Author
262,Narrative Construction,Topic
262,Intelligence Analysis,Topic
262,Retrieval Augmented Generation,Topic
262,Fabula,Paper
263,Visual Question Answering,Topic
263,Gpt-4O,Author
263,Retrieval-Augmented Generation,Topic
263,Kb-Vqa,Topic
263,Fine-Grained Knowledge Units,Topic
263,Knowledge Unit Retrieval-Augmented Generation Framework,Topic
263,Knowledge Correction Chain,Topic
263,Zhengxuan Zhang,Author
263,Yin Wu,Author
263,Yuyu Luo,Author
263,Nan Tang,Author
264,Comprehensive Rag Benchmark,Topic
264,Retrieval-Augmented Generation,Topic
264,Large Language Model,Topic
264,Xiao Yang,Author
264,Kai Sun,Author
264,Hao Xin,Author
264,Yushi Sun,Author
264,Nikita Bhalla,Author
264,Xiangsen Chen,Author
264,Sajal Choudhary,Author
264,Rongze Daniel Gui,Author
264,Ziran Will Jiang,Author
264,Ziyu Jiang,Author
264,Lingkun Kong,Author
264,Brian Moran,Author
264,Jiaqi Wang,Author
264,Yifan Ethan Xu,Author
264,An Yan,Author
264,Chenyu Yang,Author
264,Eting Yuan,Author
264,Hanwen Zha,Author
264,Nan Tang,Author
264,Lei Chen,Author
264,Nicolas Scheffer,Author
264,Yue Liu,Author
264,Nirav Shah,Author
264,Rakesh Wanga,Author
264,Anuj Kumar,Author
264,Wentau Yih,Author
264,Xin Luna Dong,Author
265,Eperm,Topic
265,Large Language Models (Llms),Topic
265,Knowledge Graph Question Answering (Kgqa),Topic
265,Xiao Long,Author
265,Liansheng Zhuang,Author
265,Aodi Li,Author
265,Minghong Yao,Author
265,Shafei Wang,Author
266,Reasoning On Graphs: Faithful And Interpretable Large Language Model Reasoning,Paper
266,Large Language Models (Llms),Topic
266,Knowledge Graphs (Kgs),Topic
266,Reasoning On Graphs (Rog),Topic
266,Planning-Retrieval-Reasoning Framework,Topic
266,Kgqa Datasets,Topic
267,Realm,Topic
267,Multimodal Electronic Health Records,Topic
267,Large Language Model,Topic
267,Gru Model,Topic
267,Primekg,Topic
267,Mimic-Iii,Topic
267,Yinghao Zhu,Author
267,Changyu Ren,Author
267,Shiyun Xie,Author
267,Shukai Liu,Author
267,Hangyuan Ji,Author
267,Zixiang Wang,Author
267,Tao Sun,Author
267,Long He,Author
267,Zhoujun Li,Author
267,Xi Zhu,Author
267,Chengwei Pan,Author
268,Comprehensive And Practical Evaluation Of Retrieval-Augmented Generation Systems For Medical Question Answering,Paper
268,Medical Retrieval-Augmented Generation Benchmark,Topic
268,Large Language Models,Topic
268,Medical Domain,Topic
269,Large Language Models,Topic
269,Knowledge Graphs,Topic
269,Lightprof,Paper
269,Kgqa,Topic
269,Transformer-Based Knowledge Adapter,Topic
270,Knowra,Topic
270,Document-Level Relation Extraction,Topic
270,Chengcheng Mai,Author
270,Yuxiang Wang,Author
270,Ziyu Gong,Author
270,Hanxiang Wang,Author
270,Yihua Huang,Author
270,Document Graph,Topic
270,Co-Reference Resolution Model,Topic
270,Document Knowledge Graph,Topic
270,External Knowledge Base,Topic
270,Knowledge Filtration Method,Topic
270,Axis Attention Mechanism,Topic
270,Datasets,Topic
270,State-Of-The-Art Baselines,Topic
270,Https://Anonymous.4Open.Science/R/Knowra,Paper
271,Logic-Rag,Topic
271,Large Multimodal Models,Topic
271,Autonomous Driving Systems,Topic
271,Imran Kabir,Author
271,Md Alimoor Reza,Author
271,Syed Billah,Author
272,Biorag,Topic
272,Life Science Research,Topic
272,Chengrui Wang,Author
272,Qingqing Long,Author
272,Meng Xiao,Author
272,Xunxin Cai,Author
272,Chengjun Wu,Author
272,Zhen Meng,Author
272,Xuezhi Wang,Author
272,Yuanchun Zhou,Author
273,Web-Scale Hybrid Knowledge Graph-Large Language Model,Topic
273,Colorectal Cancer,Topic
273,Moffitt Cancer Center,Author
273,Primekg,Topic
273,Cbioportal,Topic
273,Chembl,Topic
273,Ncbi,Topic
273,Cancerkg,Topic
273,Michael Gubanov,Author
273,Anna Pyayt,Author
273,Aleksandra Karolak,Author
273,Cancerkg.Org,Topic
274,Reinforced Internal-External Knowledge Synergistic Reasoning Agent,Paper
275,Text-Rich Graph Knowledge Bases (Tg-Kbs),Topic
275,Mixture Of Structural-And-Textual Retrieval (Mor),Topic
275,Yongjia Lei,Author
275,Haoyu Han,Author
275,Ryan A Rossi,Author
275,Franck Dernoncourt,Author
275,Nedim Lipka,Author
275,Mahantesh M Halappanavar,Author
275,Jiliang Tang,Author
275,Yu Wang,Author
275,Planning-Reasoning-Organizing Framework,Topic
275,Https://Github.Com/Yoega/Mor,Topic
276,Large Language Models,Topic
276,Hallucination Issues,Topic
276,Retrieval-Augmented Generation,Topic
276,Pasemiqa,Paper
276,Semi-Structured Data,Topic
276,Llm Agent,Topic
276,Empirical Results,Topic
276,Question Answering Systems,Topic
277,Modular Rag: Transforming Rag Systems Into Lego-Like Reconfigurable Frameworks,Paper
277,Retrieval-Augmented Generation (Rag),Topic
277,Large Language Models (Llms),Topic
277,Modular Rag Framework,Topic
278,Self-Reflective Planning,Topic
278,Large Language Models,Topic
278,Knowledge Graphs,Topic
278,Jiajun Zhu,Author
278,Ye Liu,Author
278,Meikai Bao,Author
278,Kai Zhang,Author
278,Yanghai Zhang,Author
278,Qi Liu,Author
278,Question Answering,Topic
278,Natural Language Processing,Topic
278,Reasoning Reliability,Topic
279,Knowledge Editing With Dynamic Knowledge Graphs For Multi-Hop Question Answering,Paper
279,Multi-Hop Question Answering,Topic
279,Large Language Models,Topic
279,Knowledge Editing,Topic
279,Kedkg,Topic
279,Dynamic Knowledge Graph,Topic
279,Knowledge Conflicts,Topic
279,Fine-Grained Retrieval Strategy,Topic
279,Entity And Relation Detector,Topic
279,State-Of-The-Art Models,Topic
279,Dynamic Information,Topic
280,Delft,Topic
280,Wikipedia,Topic
280,Graph Neural Network,Topic
280,Chen Zhao,Author
280,Chenyan Xiong,Author
280,Xin Qian,Author
280,Jordan Boydgraber,Author
280,Dbpedia,Topic
280,Factoid Question Answering,Topic
280,Question Answering Datasets,Topic
281,Knowledge Graphs,Topic
281,Context Graphs,Topic
281,Cgr3,Topic
281,Chengjin Xu,Author
281,Muzhi Li,Author
281,Cehao Yang,Author
281,Xuhui Jiang,Author
281,Lumingyuan Tang,Author
281,Yiyan Qi,Author
281,Jian Guo,Author
282,Long-Context Llms Meet Rag: Overcoming Challenges For Long Inputs In Rag,Paper
282,Retrieval-Augmented Generation,Topic
283,Self-Rag,Topic
283,Large Language Models,Topic
283,Retrieval-Augmented Generation,Topic
283,Akari Asai,Author
283,Zeqiu Wu,Author
283,Yizhong Wang,Author
283,Avirup Sil,Author
283,Hannaneh Hajishirzi,Author
284,Oreo-Lm,Topic
284,Knowledge Interaction Layer,Topic
284,Knowledge Graph Reasoning,Topic
284,Roberta,Topic
284,T5,Topic
284,Ziniu Hu,Author
284,Yichong Xu,Author
284,Wenhao Yu,Author
284,Shuohang Wang,Author
284,Ziyi Yang,Author
284,Chenguang Zhu,Author
284,Kaiwei Chang,Author
284,Yizhou Sun,Author
285,Cogkr,Topic
285,One-Shot Kg Reasoning,Topic
285,Cognitive Graph,Topic
285,Zhengxiao Du,Author
285,Chang Zhou,Author
285,Ming Ding,Author
285,Hongxia Yang,Author
285,Jie Tang,Author
285,Https://Github.Com/Thudm/Cogkr,Paper
286,R1-Searcher++,Topic
286,Large Language Models,Topic
286,Huatong Song,Author
286,Jinhao Jiang,Author
286,Wenqing Tian,Author
286,Zhipeng Chen,Author
286,Yuhuan Wu,Author
286,Jiahao Zhao,Author
286,Yingqian Min,Author
286,Wayne Xin Zhao,Author
286,Lei Fang,Author
286,Jirong Wen,Author
286,Retrieval-Augmented Generation,Topic
286,Reinforcement Learning,Topic
286,Dynamic Knowledge Acquisition,Topic
286,Sft Cold-Start Phase,Topic
286,Outcome-Supervision,Topic
286,Reward Mechanism,Topic
286,Memorization Mechanism,Topic
286,Https://Github.Com/Rucaibox/R1-Searcher-Plus,Paper
287,Temporal Knowledge Graph Forecasting,Topic
287,Large Language Models,Topic
287,Tgl-Llm,Topic
287,He Chang,Author
287,Jie Wu,Author
287,Zhulin Tao,Author
287,Yunshan Ma,Author
287,Xianglin Huang,Author
287,Tatseng Chua,Author
288,Formal Language Knowledge Corpus For Retrieval Augmented Generation,Paper
288,Retrieval-Augmented Techniques,Topic
288,Llms,Topic
288,Lean,Topic
288,Advanced Reasoning Tasks,Topic
288,Mathematical Statements And Proofs,Topic
288,Rag Systems,Topic
288,Performance Improvement,Topic
289,Rugged,Topic
289,Large Language Models,Topic
289,Retrieval Augmented Generation,Topic
289,Arrhythmogenic Cardiomyopathy,Topic
289,Dilated Cardiomyopathy,Topic
289,Alexander R Pelletier,Author
289,Joseph Ramirez,Author
289,Irsyad Adam,Author
289,Simha Sankar,Author
289,Yu Yan,Author
289,Ding Wang,Author
289,Dylan Steinecke,Author
289,Wei Wang,Author
289,Peipei Ping,Author
290,Astute Rag,Topic
290,Retrieval-Augmented Generation (Rag),Topic
290,Fei Wang,Author
290,Xingchen Wan,Author
290,Ruoxi Sun,Author
290,Jiefeng Chen,Author
290,Sercan Ark,Author
291,Knowledgenavigator,Topic
291,Large Language Model,Topic
291,Tiezheng Guo,Author
291,Qingwen Yang,Author
291,Chen Wang,Author
291,Yanyi Liu,Author
291,Pan Li,Author
291,Jiawei Tang,Author
291,Dapeng Li,Author
291,Yingyou Wen,Author
292,Hierarchical Text Classification,Topic
292,Knowledge Graphs For Zero-Shot Hierarchical Text Classification,Paper
292,Large Language Models,Topic
292,Retrieval-Augmented Generation,Topic
292,Wos,Topic
292,Dbpedia,Topic
292,Amazon,Topic
293,Search-O1,Topic
293,Openai-O1,Topic
293,Xiaoxi Li,Author
293,Guanting Dong,Author
293,Jiajie Jin,Author
293,Yuyao Zhang,Author
293,Yujia Zhou,Author
293,Yutao Zhu,Author
293,Peitian Zhang,Author
293,Zhicheng Dou,Author
294,Ai-Driven Video Analytics,Topic
294,Video-Language Models (Vlms),Topic
294,Avas,Paper
294,Event Knowledge Graphs (Ekgs),Topic
294,Lvbench,Topic
294,Videomme-Long,Topic
294,Avas-100,Topic
295,Hipporag,Topic
295,Mammalian Brains,Topic
295,Large Language Models,Topic
295,Personalized Pagerank Algorithm,Topic
295,Bernal Jimnez Gutirrez,Author
295,Yiheng Shu,Author
295,Yu Gu,Author
295,Michihiro Yasunaga,Author
295,Yu Su,Author
296,Large Language Models,Topic
296,Ge-Chat,Paper
296,Evidence-Based Response Generation,Topic
296,Chain-Of-Thought Logic Generation,Topic
296,N-Hop Sub-Graph Searching,Topic
296,Entailment-Based Sentence Generation,Topic
296,Retrieval-Augmented Generation Framework,Topic
296,Trustworthiness,Topic
297,Unikgqa,Topic
297,Jinhao Jiang,Author
297,Kun Zhou,Author
297,Wayne Xin Zhao,Author
297,Jirong Wen,Author
298,Retrieval-Augmented Generation,Topic
298,Policy-Optimized Retrieval-Augmented Generation,Topic
298,Adaptive Token-Layer Attention Scoring,Topic
298,Critic,Topic
298,Sakhinana Sagar Srinivas,Author
298,Akash Das,Author
298,Shivam Gupta,Author
298,Venkataramana Runkana,Author
298,Framework,Topic
298,Knowledge-Intensive Tasks,Topic
298,Long-Context Applications,Topic
298,Benchmark Datasets,Topic
298,Traditional Rag Systems,Topic
299,Dialog Generation With Generative Subgraph Retrieval,Paper
300,Integrating Multimodal Databases With Vector Datatypes In Healthcare,Topic
300,Integrated Multimodal Databases With Vector Datatypes For Advancing Healthcare Solutions (Intersystems),Paper
301,Intersystems Iris: Achieving Speed And Usability In An Integrated Vector Database,Paper
301,David Van De Griek,Author
301,Boya Song,Author
301,Philip Miloslavsky,Author
301,Yuchen Liu,Author
301,Yiwen Huang,Author
301,Mark Hanson,Author
301,Jeff Fried,Author
301,Dimitriy Bochkov,Author
302,Intersystems Strategy For Making Retrieval-Augmented Generation (Rag) Easy To Use,Paper
303,Retrieval-Augmented Generation,Topic
303,Intersystems Iris,Topic
303,Ed Rudack,Author
303,Erik Hemdal,Author
303,Ray Wright,Author
303,Ray Fucillo,Author
303,Jeff Fried,Author
303,Benchmarking Large-Scale Performance Of Retrieval-Augmented Generation And Vector Search With Intersystems Iris,Paper
304,Intersystems,Topic
304,Retrieval-Augmented Generation (Rag),Topic
304,2025 Roadmap For Retrieval-Augmented Generation (Rag) At Intersystems,Paper
305,2025 Intersystems Employee Hackathon,Topic
305,Graphrag,Paper
